"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"Megf101"	2.00718791288499e-30	0.834967005132528	0.104	0.014	5.09885945510174e-26	"OliM"	"Megf10"
"Fnbp11"	2.13369972812319e-30	1.29062984151893	0.404	0.175	5.42023741935133e-26	"OliM"	"Fnbp1"
"2810468N07Rik"	3.3539209700944e-30	0.939600030737874	0.122	0.02	8.51996544033082e-26	"OliM"	"2810468N07Rik"
"Magi21"	3.74146994933211e-30	0.695506429810608	0.911	0.867	9.50445611228836e-26	"OliM"	"Magi2"
"Arhgef10"	1.06119775117987e-29	1.09104250911056	0.141	0.026	2.69576064732222e-25	"OliM"	"Arhgef10"
"Daam21"	1.50879328110822e-29	0.78642058519533	0.152	0.029	3.83278757199921e-25	"OliM"	"Daam2"
"Nrbp21"	1.10490381792301e-27	1.20606493038332	0.411	0.185	2.80678716866981e-23	"OliM"	"Nrbp2"
"Arsg"	2.22647596002312e-26	0.922856588510105	0.122	0.022	5.65591688124674e-22	"OliM"	"Arsg"
"Edil32"	1.83917408157266e-25	1.14150531256103	0.574	0.379	4.67205391941903e-21	"OliM"	"Edil3"
"Stmn4"	3.42336544757547e-25	1.25530190400196	0.263	0.091	8.69637524647597e-21	"OliM"	"Stmn4"
"Ctnna3"	2.03360157281466e-24	1.3666770411556	0.356	0.156	5.16595807542108e-20	"OliM"	"Ctnna3"
"Bin1"	6.46316349595769e-24	1.02652110542115	0.644	0.494	1.64183742287813e-19	"OliM"	"Bin1"
"Cntn2"	2.68556602016562e-23	1.05527775690239	0.215	0.066	6.82214336102672e-19	"OliM"	"Cntn2"
"Creb5"	4.69252402619416e-23	0.979343440865896	0.141	0.032	1.1920418783741e-18	"OliM"	"Creb5"
"Cers2"	6.47824606983126e-23	0.950173572988266	0.152	0.036	1.64566884911923e-18	"OliM"	"Cers2"
"Fth1"	2.2597239513221e-22	1.29922566911806	0.544	0.367	5.74037675354354e-18	"OliM"	"Fth1"
"Josd2"	4.40566181606027e-21	1.28201055455899	0.274	0.107	1.11917027113379e-16	"OliM"	"Josd2"
"Thtpa1"	7.95591994201223e-21	0.967271091259914	0.156	0.041	2.02104234286937e-16	"OliM"	"Thtpa"
"Ppp1r16b"	1.91875351284507e-20	1.0851992774297	0.226	0.079	4.87420954868034e-16	"OliM"	"Ppp1r16b"
"Tmcc32"	2.70483555728273e-20	0.901878452727187	0.156	0.041	6.87109376616532e-16	"OliM"	"Tmcc3"
"Sema6a1"	2.81424115678136e-20	1.08341127350336	0.222	0.076	7.14901681057169e-16	"OliM"	"Sema6a"
"Micall1"	3.3406880740902e-20	0.910307560391341	0.115	0.025	8.48634991461132e-16	"OliM"	"Micall1"
"St6gal1"	4.50367294404303e-20	0.855311359379138	0.122	0.027	1.14406803797525e-15	"OliM"	"St6gal1"
"Cdc37l1"	4.90968878986433e-19	1.14424342915218	0.263	0.107	1.24720824328924e-14	"OliM"	"Cdc37l1"
"Kat2b1"	9.33887878365797e-19	0.812840651609914	0.111	0.024	2.37235537741263e-14	"OliM"	"Kat2b"
"Rffl"	1.47927614230236e-18	0.7746888151719	0.104	0.022	3.75780518429067e-14	"OliM"	"Rffl"
"Dnm32"	2.94142604268203e-18	1.0037141667262	0.478	0.305	7.47210457622517e-14	"OliM"	"Dnm3"
"Aplp1"	3.47143154154935e-18	1.08107983458929	0.326	0.158	8.81847754499781e-14	"OliM"	"Aplp1"
"Pacs2"	3.79430090599178e-18	0.959022699375143	0.141	0.038	9.63866259149092e-14	"OliM"	"Pacs2"
"Daam13"	8.35257787361471e-18	1.24437298903962	0.281	0.127	2.12180535723434e-13	"OliM"	"Daam1"
"Rtn4"	9.1112052672549e-18	1.05899657317305	0.385	0.206	2.31451947404076e-13	"OliM"	"Rtn4"
"Zeb23"	1.14883310157086e-17	0.996322044827243	0.563	0.411	2.91838072792047e-13	"OliM"	"Zeb2"
"Grb142"	1.98415251821503e-17	1.1711095341924	0.222	0.086	5.04034264202163e-13	"OliM"	"Grb14"
"Rcbtb1"	2.36070419167721e-17	0.827310895272747	0.13	0.034	5.99689685811762e-13	"OliM"	"Rcbtb1"
"Slc48a1"	3.36521329005904e-17	1.01916044958752	0.211	0.078	8.54865132073697e-13	"OliM"	"Slc48a1"
"Kif13a"	1.67590168438362e-16	1.08174736137519	0.185	0.065	4.2572930488397e-12	"OliM"	"Kif13a"
"Abca2"	5.1665603519403e-16	1.01354056088996	0.263	0.116	1.3124613262034e-11	"OliM"	"Abca2"
"Ddr1"	5.60433402236518e-16	0.74238397189679	0.107	0.026	1.42366897170143e-11	"OliM"	"Ddr1"
"Myo1d"	5.62461791949765e-16	0.960722064282157	0.178	0.062	1.42882169008999e-11	"OliM"	"Myo1d"
"Cdh205"	6.43072182546992e-16	1.21111041984708	0.281	0.131	1.63359626532412e-11	"OliM"	"Cdh20"
"Lgi31"	1.51925914217852e-15	1.01245293367745	0.233	0.098	3.85937399887609e-11	"OliM"	"Lgi3"
"Myo61"	1.80214002854109e-15	0.985961298002605	0.244	0.105	4.57797631450292e-11	"OliM"	"Myo6"
"Usp541"	2.35445271890018e-15	0.948922739929021	0.152	0.048	5.98101624182213e-11	"OliM"	"Usp54"
"Frmd54"	2.60810601256114e-15	0.917910205388053	0.567	0.451	6.62537170370905e-11	"OliM"	"Frmd5"
"Zbtb203"	2.36669335393103e-14	0.755058810417054	0.341	0.18	6.012111126991e-10	"OliM"	"Zbtb20"
"Dnajb2"	3.05278701120678e-14	0.985358335954513	0.137	0.043	7.75499484456859e-10	"OliM"	"Dnajb2"
"Sox8"	5.20019688221004e-14	0.834372361200716	0.107	0.029	1.32100601398782e-09	"OliM"	"Sox8"
"Slc12a2"	7.3186025148026e-14	0.931248056944063	0.185	0.072	1.85914459683531e-09	"OliM"	"Slc12a2"
"Glul1"	1.41623068334752e-13	0.785208391706709	0.13	0.04	3.59765080490772e-09	"OliM"	"Glul"
"Pdcd6ip"	1.46707816782497e-13	0.871050229762211	0.148	0.05	3.72681866972576e-09	"OliM"	"Pdcd6ip"
"Shtn12"	1.82058201069081e-13	1.13224872480215	0.333	0.191	4.62482448175787e-09	"OliM"	"Shtn1"
"Dock12"	2.85755049489751e-13	0.782522907952941	0.152	0.052	7.25903552218814e-09	"OliM"	"Dock1"
"Rab31"	3.55898516876935e-13	0.929206125127679	0.141	0.047	9.04089002422478e-09	"OliM"	"Rab31"
"Cpox"	4.57342617021181e-13	0.963600585141484	0.126	0.04	1.16178745001891e-08	"OliM"	"Cpox"
"Chd71"	5.5740975152314e-13	0.823213371124697	0.111	0.032	1.41598799179423e-08	"OliM"	"Chd7"
"Rtkn"	1.62298206753917e-12	0.773985602741292	0.137	0.046	4.12286134616976e-08	"OliM"	"Rtkn"
"Picalm"	2.50159089343924e-12	0.92396452182212	0.178	0.071	6.3547913466037e-08	"OliM"	"Picalm"
"Gm6977"	2.77181786610803e-12	0.892791333284874	0.148	0.053	7.04124892527423e-08	"OliM"	"Gm6977"
"Plxdc21"	4.31459612519543e-12	0.963737486809511	0.263	0.135	1.09603685368339e-07	"OliM"	"Plxdc2"
"Srpk3"	9.36187089825417e-12	0.546985911913583	0.104	0.03	2.37819606428351e-07	"OliM"	"Srpk3"
"Sik31"	1.26807379748285e-11	0.985305985773349	0.315	0.182	3.22128786774568e-07	"OliM"	"Sik3"
"Slc38a2"	3.97647504827406e-11	0.983249308076651	0.219	0.105	1.01014395651306e-06	"OliM"	"Slc38a2"
"Cipc"	4.84775305133162e-11	0.780903709425626	0.181	0.077	1.23147470762977e-06	"OliM"	"Cipc"
"Mast41"	5.96755875839405e-11	0.862199445432256	0.519	0.425	1.51593895139484e-06	"OliM"	"Mast4"
"Slain1"	9.65122671447021e-11	0.94592170208184	0.126	0.045	2.45170112227687e-06	"OliM"	"Slain1"
"Ywhaq"	1.18353437753571e-10	0.874421878867305	0.159	0.065	3.00653237925396e-06	"OliM"	"Ywhaq"
"Fam134b1"	1.62029698661205e-10	0.703120280224493	0.137	0.051	4.1160404350906e-06	"OliM"	"Fam134b"
"Pard31"	1.64513499714576e-10	0.940533391005168	0.167	0.071	4.17913643324936e-06	"OliM"	"Pard3"
"Tppp"	1.71875959820335e-10	0.809386372263145	0.133	0.049	4.36616500731597e-06	"OliM"	"Tppp"
"Kndc1"	1.82293226819195e-10	1.03162481684131	0.222	0.112	4.63079484088801e-06	"OliM"	"Kndc1"
"Wnk1"	1.97601134167738e-10	0.94873755761352	0.319	0.198	5.01966161126304e-06	"OliM"	"Wnk1"
"Ptma"	3.96585111573152e-10	0.735472981968395	0.104	0.034	1.00744515892928e-05	"OliM"	"Ptma"
"Rap1a"	4.73449539848128e-10	0.848670887668692	0.148	0.06	1.2027038660762e-05	"OliM"	"Rap1a"
"Lama21"	9.44279147021384e-10	0.791390363854588	0.137	0.053	2.39875231717842e-05	"OliM"	"Lama2"
"Nfia3"	1.23149694712776e-09	0.632195161162544	0.274	0.151	3.12837169478866e-05	"OliM"	"Nfia"
"Itsn2"	1.89315720530389e-09	0.876862118635906	0.337	0.222	4.80918724863347e-05	"OliM"	"Itsn2"
"Ppp2r3a"	3.50146436502719e-09	1.021897489143	0.207	0.107	8.89476992647857e-05	"OliM"	"Ppp2r3a"
"Ttll7"	4.87259595911112e-09	0.788103208138358	0.263	0.152	0.0001237785551493	"OliM"	"Ttll7"
"Dscaml13"	4.90819043414755e-09	0.817087698695323	0.304	0.19	0.00012468276159865	"OliM"	"Dscaml1"
"Vmp1"	1.31693158676925e-08	0.909870600682616	0.226	0.125	0.000334540130986994	"OliM"	"Vmp1"
"Pak11"	1.43647962352901e-08	0.821709561825184	0.285	0.175	0.000364908918765076	"OliM"	"Pak1"
"Fgfr21"	1.52181470657505e-08	0.889841293015402	0.322	0.215	0.000386586589911259	"OliM"	"Fgfr2"
"Unc5c6"	1.92610790828789e-08	0.775080947494208	0.456	0.361	0.000489289191942372	"OliM"	"Unc5c"
"Palm22"	2.13736872980531e-08	0.95817233862362	0.144	0.064	0.000542955778432442	"OliM"	"Palm2"
"Agap11"	3.74491816457115e-08	0.760580723238995	0.252	0.148	0.00095132156134601	"OliM"	"Agap1"
"Pex5l3"	8.6430238074295e-08	0.679987851590302	0.615	0.567	0.00219558733780132	"OliM"	"Pex5l"
"Dip2a2"	1.108670531113e-07	0.825825454022869	0.178	0.091	0.00281635575018635	"OliM"	"Dip2a"
"Sbf1"	1.42716079839937e-07	0.72463177513794	0.17	0.085	0.00362541657617391	"OliM"	"Sbf1"
"Inpp5f"	2.46551209492528e-07	0.892060640113459	0.141	0.067	0.00626314037473869	"OliM"	"Inpp5f"
"Hipk22"	3.98029207408386e-07	0.851675048786288	0.167	0.085	0.0101111359557952	"OliM"	"Hipk2"
"Ncam14"	4.29196781071885e-07	0.743700675798861	0.456	0.386	0.0109028858295691	"OliM"	"Ncam1"
"Synj2"	9.90798361944316e-07	0.667159018409393	0.196	0.111	0.0251692507884714	"OliM"	"Synj2"
"Sirt2"	1.62454781735603e-06	0.641854310637771	0.137	0.067	0.0412683882042952	"OliM"	"Sirt2"
"Efcab14"	2.05136170567136e-06	0.680992275253737	0.137	0.066	0.0521107414091696	"OliM"	"Efcab14"
"Kif13b"	2.33706608221445e-06	0.812883551834663	0.137	0.068	0.0593684896864936	"OliM"	"Kif13b"
"Adipor2"	2.53078517268081e-06	0.677276937018179	0.111	0.05	0.0642895357416107	"OliM"	"Adipor2"
"Baz2b"	3.75331525303854e-06	0.760838517155603	0.341	0.262	0.0953454673729382	"OliM"	"Baz2b"
"Npas34"	4.09332788711023e-06	0.456664185334612	0.267	0.172	0.103982808316261	"OliM"	"Npas3"
"Limch13"	5.35522188036228e-06	0.817696797195122	0.293	0.212	0.136038701426843	"OliM"	"Limch1"
"Spns2"	5.44538598997899e-06	0.648364183347172	0.126	0.061	0.138329140303436	"OliM"	"Spns2"
"Mapt"	7.71089377861609e-06	0.779120726643511	0.456	0.416	0.195879834658185	"OliM"	"Mapt"
"Ube2d1"	1.13143891728551e-05	0.621012465093229	0.107	0.051	0.287419428158038	"OliM"	"Ube2d1"
"Hnrnpa2b11"	1.30440836210759e-05	0.5884167817167	0.448	0.382	0.331358856226191	"OliM"	"Hnrnpa2b1"
"Clasp2"	1.32681735351865e-05	0.746006588651321	0.407	0.353	0.337051412314342	"OliM"	"Clasp2"
"Hid1"	1.83957036694366e-05	0.704966586666049	0.174	0.103	0.467306060314697	"OliM"	"Hid1"
"Pcyt21"	2.44527850908147e-05	0.815479314763408	0.263	0.187	0.621174099661965	"OliM"	"Pcyt2"
"Grm34"	2.45376697685142e-05	0.528401136531606	0.526	0.491	0.623330425129567	"OliM"	"Grm3"
"Vldlr"	2.46023254428543e-05	0.750003160885517	0.126	0.066	0.624972873224827	"OliM"	"Vldlr"
"5031439G07Rik1"	2.80680560860977e-05	0.657798757791984	0.222	0.145	0.713012828755141	"OliM"	"5031439G07Rik"
"Otud7b"	3.45949505936662e-05	0.857115792447888	0.193	0.122	0.878815529930903	"OliM"	"Otud7b"
"Atp11a"	3.47584493652908e-05	0.644473616002043	0.137	0.074	0.882968889226481	"OliM"	"Atp11a"
"Sytl2"	3.77348348328643e-05	0.772975564858393	0.196	0.124	0.958578009259252	"OliM"	"Sytl2"
"Fam208a"	3.77823690421624e-05	0.513474629565247	0.163	0.093	0.959785520778052	"OliM"	"Fam208a"
"Dock9"	4.35041335276491e-05	0.775250897625213	0.319	0.253	1	"OliM"	"Dock9"
"Arhgef281"	5.06053157760146e-05	0.603620026560898	0.13	0.069	1	"OliM"	"Arhgef28"
"Rps6ka5"	5.47568990314745e-05	0.651796218357546	0.126	0.067	1	"OliM"	"Rps6ka5"
"Sec11c"	7.17264902729907e-05	0.688374129576581	0.122	0.065	1	"OliM"	"Sec11c"
"Sez6l2"	0.000100338269461562	0.705664706778993	0.137	0.077	1	"OliM"	"Sez6l2"
"Dixdc1"	0.000109733443361925	0.720873409549309	0.181	0.115	1	"OliM"	"Dixdc1"
"Son1"	0.000150170015950151	0.339051955741848	0.659	0.694	1	"OliM"	"Son"
"Nudt4"	0.00015024292301599	0.586151108768838	0.104	0.053	1	"OliM"	"Nudt4"
"Zfp280c1"	0.000186059394413883	0.680281177145037	0.144	0.085	1	"OliM"	"Zfp280c"
"Epb41l32"	0.00023013165018108	0.677637866574877	0.304	0.237	1	"OliM"	"Epb41l3"
"Lrp1b4"	0.000247353858226956	0.269733922338447	0.756	0.817	1	"OliM"	"Lrp1b"
"Fryl"	0.000250426043442434	0.732052071431205	0.241	0.178	1	"OliM"	"Fryl"
"Elmo1"	0.00025233109215543	0.750104954947321	0.285	0.222	1	"OliM"	"Elmo1"
"Slc20a2"	0.000323226831700317	0.612739214365511	0.104	0.055	1	"OliM"	"Slc20a2"
"Pak72"	0.000327614162252805	0.536018682182362	0.485	0.486	1	"OliM"	"Pak7"
"Chn21"	0.00034563818882332	0.688419208479155	0.119	0.067	1	"OliM"	"Chn2"
"Ephb12"	0.000348364094843128	0.559029633279835	0.204	0.137	1	"OliM"	"Ephb1"
"Tbc1d5"	0.000355028744826875	0.663805771030317	0.256	0.191	1	"OliM"	"Tbc1d5"
"Sh3d191"	0.000379871740801607	0.616471809319622	0.13	0.076	1	"OliM"	"Sh3d19"
"Kctd3"	0.00039783392534874	0.735452456674822	0.126	0.074	1	"OliM"	"Kctd3"
"Plekha1"	0.000402705939400158	0.687274836126334	0.178	0.118	1	"OliM"	"Plekha1"
"Tmod2"	0.000434071275340252	0.724430820429702	0.196	0.134	1	"OliM"	"Tmod2"
"Jam31"	0.000459921645265308	0.657976696722984	0.148	0.092	1	"OliM"	"Jam3"
"Trim21"	0.00101670803244789	0.732362352214284	0.359	0.321	1	"OliM"	"Trim2"
"Abhd17b"	0.00107012028712857	0.585996427183059	0.119	0.071	1	"OliM"	"Abhd17b"
"Map4k4"	0.00116774198509762	0.593868912753478	0.144	0.094	1	"OliM"	"Map4k4"
"Ccdc502"	0.00126088877824135	0.575714619363026	0.174	0.118	1	"OliM"	"Ccdc50"
"Stx4a1"	0.00137271973604145	0.484423064101736	0.137	0.085	1	"OliM"	"Stx4a"
"Exoc6b"	0.00160358209666855	0.775544628806581	0.359	0.325	1	"OliM"	"Exoc6b"
"Iffo11"	0.00164777545077889	0.537801620386181	0.159	0.107	1	"OliM"	"Iffo1"
"Bicd2"	0.00167384749604452	0.552727384350673	0.119	0.071	1	"OliM"	"Bicd2"
"Add11"	0.00170214575895865	0.540935257854354	0.237	0.179	1	"OliM"	"Add1"
"Fsd1l"	0.00174517953368383	0.556124747835414	0.144	0.094	1	"OliM"	"Fsd1l"
"Kif1b"	0.00177703208114959	0.555999010013827	0.407	0.378	1	"OliM"	"Kif1b"
"Mbnl2"	0.00188812630147733	0.597656922056538	0.426	0.406	1	"OliM"	"Mbnl2"
"Nckap52"	0.00219991502957432	0.68972752975706	0.126	0.08	1	"OliM"	"Nckap5"
"Zdhhc20"	0.00229798557334251	0.652623529732444	0.167	0.118	1	"OliM"	"Zdhhc20"
"Nfasc1"	0.00239198787658008	0.711451034661928	0.341	0.303	1	"OliM"	"Nfasc"
"Actb"	0.00254588678642233	0.532256596329083	0.248	0.193	1	"OliM"	"Actb"
"Foxn3"	0.00258406258115515	0.636738137569387	0.115	0.072	1	"OliM"	"Foxn3"
"Metap1d3"	0.00287386634996141	0.473137457916529	0.2	0.144	1	"OliM"	"Metap1d"
"Pkp42"	0.00292479964011909	0.766655940284569	0.23	0.179	1	"OliM"	"Pkp4"
"Desi1"	0.00311597987391325	0.550082520721995	0.122	0.078	1	"OliM"	"Desi1"
"Pkm1"	0.00328875027391895	0.530602057315565	0.17	0.119	1	"OliM"	"Pkm"
"Igsf114"	0.0039499552505104	0.558960815047566	0.174	0.124	1	"OliM"	"Igsf11"
"Map42"	0.00403121192548195	0.574415616368543	0.148	0.102	1	"OliM"	"Map4"
"Dennd5a1"	0.00499316931090574	0.578845635798601	0.133	0.088	1	"OliM"	"Dennd5a"
"Kdm6a"	0.00536714973837202	0.586717591450809	0.141	0.097	1	"OliM"	"Kdm6a"
"Tmem151a1"	0.00548522573359921	0.488835776454679	0.144	0.098	1	"OliM"	"Tmem151a"
"Rnf13"	0.00571405507476155	0.543029587140947	0.107	0.067	1	"OliM"	"Rnf13"
"Cyth1"	0.00654721745453031	0.560427353143723	0.219	0.171	1	"OliM"	"Cyth1"
"Phyhipl1"	0.00705472836200253	0.634269486540434	0.119	0.078	1	"OliM"	"Phyhipl"
"Pip4k2a1"	0.00708875871822166	0.561589973260105	0.152	0.107	1	"OliM"	"Pip4k2a"
"Epn2"	0.0078584570179776	0.47046807638178	0.204	0.154	1	"OliM"	"Epn2"
"Itm2b1"	0.00884423666465737	0.588746384092412	0.122	0.082	1	"OliM"	"Itm2b"
"Gnao12"	0.00907163874139282	0.500521950732864	0.326	0.287	1	"OliM"	"Gnao1"
"Siglech"	0	2.26222895016198	0.603	0.007	0	"Mic"	"Siglech"
"Csf1r"	9.27232419067929e-275	2.00415867464996	0.444	0.007	2.35544851415826e-270	"Mic"	"Csf1r"
"Hmha1"	1.16610941884797e-266	1.65911027328926	0.333	0.004	2.96226775669951e-262	"Mic"	"Hmha1"
"Cyth4"	2.5503391200361e-220	1.67625303359044	0.333	0.005	6.4786264666277e-216	"Mic"	"Cyth4"
"P2ry12"	8.05029229490182e-186	2.2318322647032	0.492	0.015	2.04501575167391e-181	"Mic"	"P2ry12"
"Slco2b1"	1.02185800548224e-168	1.51355593988925	0.286	0.005	2.59582589132655e-164	"Mic"	"Slco2b1"
"C1qc"	2.16997941964207e-158	1.11388827756177	0.19	0.002	5.51239871971675e-154	"Mic"	"C1qc"
"Tgfbr1"	2.38551779628064e-152	2.49518228681004	0.683	0.037	6.0599308578917e-148	"Mic"	"Tgfbr1"
"Stab1"	8.12218572785801e-152	1.59662914034755	0.254	0.004	2.06327884044777e-147	"Mic"	"Stab1"
"Ly86"	8.21008513914548e-143	1.60007708378709	0.286	0.006	2.08560792789713e-138	"Mic"	"Ly86"
"Hpgds"	7.04814037849457e-133	1.60879999295964	0.302	0.007	1.79043910034898e-128	"Mic"	"Hpgds"
"Slc11a1"	3.08671516493131e-130	1.06464339096673	0.143	0.001	7.84118253347502e-126	"Mic"	"Slc11a1"
"Adap2"	4.03494354386576e-123	1.39410356189988	0.206	0.003	1.02499670844822e-118	"Mic"	"Adap2"
"Ikzf1"	2.93805591624004e-115	1.60801003494248	0.254	0.006	7.46354344402457e-111	"Mic"	"Ikzf1"
"Unc93b1"	8.68064407762219e-114	1.2721410535859	0.222	0.004	2.20514401503837e-109	"Mic"	"Unc93b1"
"Inpp5d"	4.79552041467478e-105	1.58405766237206	0.381	0.016	1.21820605093984e-100	"Mic"	"Inpp5d"
"Laptm5"	2.67349618614102e-102	0.611237679481393	0.111	0.001	6.79148236165402e-98	"Mic"	"Laptm5"
"Gpr34"	3.41572576067487e-100	0.919555604874621	0.159	0.002	8.67696814984238e-96	"Mic"	"Gpr34"
"Apbb1ip"	2.04210450295641e-98	1.46247320047603	0.317	0.012	5.18755806886017e-94	"Mic"	"Apbb1ip"
"Ctss"	3.47827715071005e-96	1.08858760281731	0.175	0.003	8.83586744594875e-92	"Mic"	"Ctss"
"Cfh"	4.75752763940946e-93	1.10996620440758	0.19	0.004	1.20855474623919e-88	"Mic"	"Cfh"
"Ltc4s"	7.74442755259194e-87	0.811446019129409	0.127	0.002	1.96731693118493e-82	"Mic"	"Ltc4s"
"Fyb"	8.07024358142667e-87	1.0368333124553	0.238	0.007	2.05008397698982e-82	"Mic"	"Fyb"
"Mlxipl"	2.89376158182404e-86	1.18658806307277	0.19	0.004	7.3510225463076e-82	"Mic"	"Mlxipl"
"Anxa3"	4.30742753094082e-81	1.13320191345687	0.175	0.004	1.0942158156849e-76	"Mic"	"Anxa3"
"Dapp1"	7.40852996117026e-81	0.759573631242976	0.175	0.004	1.88198886603608e-76	"Mic"	"Dapp1"
"C1qb"	6.1693654931893e-77	1.01001958532712	0.143	0.003	1.56720391623488e-72	"Mic"	"C1qb"
"Hck"	4.05199010113924e-76	1.17018371854634	0.159	0.004	1.0293270453924e-71	"Mic"	"Hck"
"Mertk1"	4.8136860585702e-75	1.67543227893811	0.492	0.037	1.22282066945859e-70	"Mic"	"Mertk"
"Fcrls"	1.21820196353395e-74	0.919154140707634	0.143	0.003	3.09459844796529e-70	"Mic"	"Fcrls"
"Abca9"	1.29165096140421e-74	1.24520155956473	0.19	0.005	3.28118093725512e-70	"Mic"	"Abca9"
"Cd33"	9.74340725684906e-73	0.943881589484121	0.143	0.003	2.47511774545737e-68	"Mic"	"Cd33"
"Fgd2"	9.65099857079044e-70	1.00852118030878	0.206	0.007	2.4516431669379e-65	"Mic"	"Fgd2"
"A630001G21Rik"	2.92644761862286e-68	0.902771857538985	0.159	0.004	7.43405488558764e-64	"Mic"	"A630001G21Rik"
"Fli1"	7.85158560164137e-68	1.29025139388745	0.206	0.007	1.99453829038496e-63	"Mic"	"Fli1"
"AF251705"	1.34438234974768e-66	0.764638838305661	0.111	0.002	3.41513448306404e-62	"Mic"	"AF251705"
"Dock8"	5.37223438774377e-65	1.32121617078399	0.222	0.009	1.36470870151855e-60	"Mic"	"Dock8"
"Lpar6"	1.06840705314782e-64	1.01281757273497	0.206	0.007	2.71407443711142e-60	"Mic"	"Lpar6"
"Nlrp1b"	1.12579498089946e-59	1.10622220154881	0.111	0.002	2.85985698997889e-55	"Mic"	"Nlrp1b"
"Hexb"	2.68533925662194e-59	1.70139639646783	0.476	0.045	6.82156731359671e-55	"Mic"	"Hexb"
"Pld4"	4.17048665335919e-59	0.870748805437005	0.127	0.003	1.05942872455284e-54	"Mic"	"Pld4"
"Lyn"	2.21081020732522e-52	1.35896706707625	0.222	0.011	5.61612116966825e-48	"Mic"	"Lyn"
"Tmcc33"	2.91646760828009e-51	1.68623065036225	0.429	0.042	7.40870266531392e-47	"Mic"	"Tmcc3"
"8030442B05Rik"	9.49505941279428e-51	0.674245504944403	0.111	0.003	2.41202994263213e-46	"Mic"	"8030442B05Rik"
"Capn3"	1.00383492469487e-43	0.95259617027757	0.143	0.005	2.55004185920238e-39	"Mic"	"Capn3"
"Irf5"	7.18522252022422e-42	0.982002082894142	0.111	0.003	1.82526207681256e-37	"Mic"	"Irf5"
"Zfhx3"	1.18065032948058e-41	0.899339075836345	0.222	0.014	2.9992060319795e-37	"Mic"	"Zfhx3"
"Rasgrp3"	3.54159655102684e-40	0.885372814855685	0.175	0.009	8.99671771857349e-36	"Mic"	"Rasgrp3"
"Rcsd1"	4.70063622719333e-39	0.904226319653725	0.111	0.004	1.19410262079392e-34	"Mic"	"Rcsd1"
"Ncf2"	7.3312988647248e-39	0.596829551497456	0.111	0.004	1.86236985060604e-34	"Mic"	"Ncf2"
"Selplg"	4.20752515277572e-38	0.968424443063118	0.111	0.004	1.06883761455962e-33	"Mic"	"Selplg"
"Tcirg1"	1.39270813024006e-37	1.22550530271258	0.238	0.018	3.53789646324883e-33	"Mic"	"Tcirg1"
"Tbxas1"	1.62823374890919e-37	1.22228215929345	0.19	0.011	4.13620219235401e-33	"Mic"	"Tbxas1"
"Prkcd"	7.58870466895977e-37	0.977431894321391	0.127	0.005	1.92775864705585e-32	"Mic"	"Prkcd"
"Myo1f"	1.68162521103118e-36	0.787761801001218	0.111	0.004	4.2718325235825e-32	"Mic"	"Myo1f"
"Aim2"	5.80611183440591e-35	1.19659841413825	0.19	0.012	1.47492658929413e-30	"Mic"	"Aim2"
"Entpd1"	8.07588119425942e-31	1.24296908582276	0.175	0.012	2.05151609977772e-26	"Mic"	"Entpd1"
"Fermt3"	3.37214894264955e-29	0.586227138612982	0.111	0.005	8.56626995901264e-25	"Mic"	"Fermt3"
"Ptgs1"	6.24625413445359e-29	1.09302188735704	0.159	0.01	1.58673593777525e-24	"Mic"	"Ptgs1"
"Agmo"	1.63158472027091e-27	1.00328149740687	0.206	0.018	4.14471466490418e-23	"Mic"	"Agmo"
"Mag1"	3.33121595392286e-27	1.29938191744017	0.317	0.041	8.46228788775025e-23	"Mic"	"Mag"
"Itgb5"	3.81961262751274e-26	0.792439661652493	0.143	0.009	9.70296195767062e-22	"Mic"	"Itgb5"
"Pld1"	4.30613753143824e-26	0.971592144198144	0.159	0.012	1.09388811711126e-21	"Mic"	"Pld1"
"Rgs10"	1.0430911841001e-25	0.948353236086887	0.127	0.008	2.64976453496947e-21	"Mic"	"Rgs10"
"Wdfy4"	1.5239213236494e-24	0.882397231694083	0.111	0.006	3.87121733846658e-20	"Mic"	"Wdfy4"
"Dock2"	3.41419098953992e-23	1.04920247086395	0.159	0.013	8.67306937072826e-19	"Mic"	"Dock2"
"Ivns1abp1"	1.19224813137219e-22	1.5293492318866	0.54	0.139	3.02866792812476e-18	"Mic"	"Ivns1abp"
"Cst31"	1.41419366163164e-22	1.38551487908918	0.429	0.086	3.59247615864286e-18	"Mic"	"Cst3"
"Lpcat2"	4.88455702720457e-21	1.07988248555452	0.222	0.027	1.24082402162078e-16	"Mic"	"Lpcat2"
"Col27a1"	5.32010864501427e-21	1.16306794483296	0.143	0.012	1.35146719909297e-16	"Mic"	"Col27a1"
"Dock102"	5.97929501175982e-21	1.44255955756094	0.397	0.081	1.51892031183735e-16	"Mic"	"Dock10"
"Cx3cr1"	7.51660809896835e-21	1.38238808031439	0.175	0.017	1.90944395538093e-16	"Mic"	"Cx3cr1"
"Mknk1"	9.42351471516314e-21	1.12977476413259	0.27	0.04	2.39385544309289e-16	"Mic"	"Mknk1"
"Pag1"	2.80623796769702e-20	1.40598548808339	0.349	0.065	7.12868630934075e-16	"Mic"	"Pag1"
