"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"Plp11"	1.29603078195191e-19	1.33451043405948	0.381	0.078	3.29230699539244e-15	"Mic"	"Plp1"
"Sox101"	1.76853135268249e-19	0.714823295650027	0.143	0.012	4.49260019521933e-15	"Mic"	"Sox10"
"Bank1"	3.02682500064414e-19	0.775857693437334	0.143	0.013	7.68904354913631e-15	"Mic"	"Bank1"
"Elmo11"	3.20814590994775e-19	1.42717526864699	0.635	0.221	8.14965305504027e-15	"Mic"	"Elmo1"
"Swap701"	6.4434008416803e-19	0.365477897786737	0.111	0.008	1.63681711581205e-14	"Mic"	"Swap70"
"Lcp1"	1.17109901717968e-18	0.492196437147725	0.111	0.008	2.97494283334155e-14	"Mic"	"Lcp1"
"Bmp2k"	2.89291011448768e-18	0.820852316079331	0.159	0.016	7.34885956383305e-14	"Mic"	"Bmp2k"
"Slc1a31"	2.3251118837355e-17	0.83248043372482	0.333	0.065	5.90648171825329e-13	"Mic"	"Slc1a3"
"Fam105a"	4.26954952792678e-17	1.21473425517803	0.27	0.047	1.08459366657924e-12	"Mic"	"Fam105a"
"Mir219a-21"	4.7473542431326e-17	0.686550887986841	0.159	0.017	1.20597039838298e-12	"Mic"	"Mir219a-2"
"Plxdc22"	5.48409089341762e-17	1.52347410479798	0.476	0.136	1.39312360965488e-12	"Mic"	"Plxdc2"
"Chd72"	9.00888627235796e-17	1.06791950571609	0.222	0.033	2.28852737976709e-12	"Mic"	"Chd7"
"Neat12"	3.11868769638454e-16	1.26553795439394	0.254	0.043	7.92240235512566e-12	"Mic"	"Neat1"
"Tspan21"	1.08989998571898e-15	0.886884013976437	0.159	0.019	2.76867293372194e-11	"Mic"	"Tspan2"
"Epb41l21"	1.42071121697805e-15	1.24186453979947	0.333	0.076	3.60903270448934e-11	"Mic"	"Epb41l2"
"Scoc"	7.54552076061664e-15	1.07314803611019	0.19	0.028	1.91678863881945e-10	"Mic"	"Scoc"
"Pnpla7"	1.67148141214389e-14	0.754675177522041	0.159	0.02	4.24606423126913e-10	"Mic"	"Pnpla7"
"Cflar"	2.09559853497656e-14	0.714846470019856	0.143	0.017	5.32344895840094e-10	"Mic"	"Cflar"
"Gab24"	2.61622924922868e-14	1.22247342479463	0.365	0.095	6.64600716181561e-10	"Mic"	"Gab2"
"Tmsb4x"	3.04622776393921e-14	1.3054122863649	0.365	0.096	7.73833238873477e-10	"Mic"	"Tmsb4x"
"Srgap22"	3.50850511709332e-14	1.20193161904146	0.571	0.23	8.91265554895216e-10	"Mic"	"Srgap2"
"Cdh192"	3.63565720237698e-14	0.48249494187774	0.143	0.017	9.23565999119825e-10	"Mic"	"Cdh19"
"Itpr21"	6.57199188539728e-14	0.759045423919601	0.19	0.029	1.66948309864747e-09	"Mic"	"Itpr2"
"S100a161"	6.66218131879203e-14	0.609671910265939	0.111	0.011	1.69239392041274e-09	"Mic"	"S100a16"
"Qk3"	1.60613760956643e-13	1.33921057736569	0.429	0.134	4.0800713695816e-09	"Mic"	"Qk"
"Gab11"	1.61175070946819e-13	0.461234145242409	0.127	0.014	4.09433032726204e-09	"Mic"	"Gab1"
"Tbc1d16"	2.37513386995374e-13	0.716864329862406	0.111	0.011	6.03355256984348e-09	"Mic"	"Tbc1d16"
"Mog1"	8.22373437359317e-13	0.378679128606072	0.159	0.022	2.08907524292387e-08	"Mic"	"Mog"
"Aspa1"	8.51354300324004e-13	0.627048575030777	0.111	0.012	2.16269532911307e-08	"Mic"	"Aspa"
"Gm161681"	8.77309389739643e-13	0.713894916886381	0.175	0.027	2.22862904275561e-08	"Mic"	"Gm16168"
"Acss11"	1.03845074465593e-12	0.722610323839483	0.175	0.027	2.63797642664946e-08	"Mic"	"Acss1"
"Mtus1"	2.08317851550208e-12	1.11500203458692	0.159	0.023	5.29189838292995e-08	"Mic"	"Mtus1"
"Fchsd23"	2.38590808517737e-12	1.07665124026173	0.349	0.097	6.06092230877607e-08	"Mic"	"Fchsd2"
"Ston2"	3.41612891808219e-12	0.702811946185561	0.111	0.012	8.67799229060419e-08	"Mic"	"Ston2"
"Itga6"	5.10431464883562e-12	0.838884611733321	0.143	0.02	1.29664905024371e-07	"Mic"	"Itga6"
"Soga1"	7.2877883338559e-12	0.640888158279803	0.111	0.013	1.85131687044942e-07	"Mic"	"Soga1"
"Abca1"	1.11648897456405e-11	0.7023394601979	0.127	0.016	2.83621694208505e-07	"Mic"	"Abca1"
"Golm1"	1.3676513001783e-11	0.892924113900615	0.143	0.02	3.47424459784294e-07	"Mic"	"Golm1"
"Frmd4b3"	2.84579164293587e-11	1.23633152329082	0.238	0.052	7.22916451054999e-07	"Mic"	"Frmd4b"
"Hapln21"	3.02501032164027e-11	0.41392905885669	0.143	0.02	7.68443372006278e-07	"Mic"	"Hapln2"
"Rrbp12"	3.08232088078739e-11	1.28192019257962	0.27	0.066	7.83001973346421e-07	"Mic"	"Rrbp1"
"Ppfibp21"	4.16153091848372e-11	0.537370412971925	0.175	0.03	1.05715369922242e-06	"Mic"	"Ppfibp2"
"Sat11"	4.22392781491075e-11	0.910766617251252	0.27	0.064	1.07300438282178e-06	"Mic"	"Sat1"
"Ppcdc"	4.56493592177545e-11	0.717138437696519	0.175	0.031	1.15963067220862e-06	"Mic"	"Ppcdc"
"Zfp710"	5.68981769344104e-11	1.13453252747852	0.159	0.026	1.44538438866483e-06	"Mic"	"Zfp710"
"Fa2h1"	6.27890329315969e-11	0.64447135776602	0.111	0.014	1.59502980356136e-06	"Mic"	"Fa2h"
"Pde3b"	6.28492741020745e-11	0.946089407921728	0.27	0.067	1.596560110015e-06	"Mic"	"Pde3b"
"Kcnk13"	1.00801628215995e-10	0.40988121608164	0.111	0.014	2.56066376157092e-06	"Mic"	"Kcnk13"
"Mir99ahg3"	1.28388754889945e-10	0.972313638686765	0.635	0.331	3.26145954046928e-06	"Mic"	"Mir99ahg"
"Arrb2"	1.98316574167522e-10	0.934472549607823	0.317	0.091	5.03783593357755e-06	"Mic"	"Arrb2"
"Sipa1"	3.58478740919827e-10	0.562537816854434	0.111	0.015	9.10643545558637e-06	"Mic"	"Sipa1"
"Arhgap22"	7.08200702086773e-10	0.721560589668276	0.143	0.024	1.79904224351103e-05	"Mic"	"Arhgap22"
"Prex12"	3.41640930657348e-09	0.960611481392124	0.286	0.085	8.67870456148861e-05	"Mic"	"Prex1"
"Litaf1"	3.65752073108289e-09	0.863899948821994	0.111	0.016	9.29119991316986e-05	"Mic"	"Litaf"
"Mylip"	4.77449840740152e-09	0.698480147318345	0.127	0.021	0.000121286583043221	"Mic"	"Mylip"
"Clmn2"	5.96643044211662e-09	0.534245503328524	0.206	0.047	0.000151565232521089	"Mic"	"Clmn"
"Nek71"	6.27102902445873e-09	0.657585696227424	0.127	0.021	0.000159302950308325	"Mic"	"Nek7"
"St181"	1.21544352570036e-08	1.05519900890103	0.206	0.051	0.000308759118833662	"Mic"	"St18"
"Mef2a"	1.31516686970781e-08	1.24011841925141	0.492	0.226	0.000334091839911875	"Mic"	"Mef2a"
"Nckap53"	1.74528640429788e-08	0.79073305215427	0.27	0.08	0.000443355105283791	"Mic"	"Nckap5"
"Cntrl"	3.46870245472758e-08	0.942883850134215	0.302	0.099	0.000881154484574447	"Mic"	"Cntrl"
"Plekho11"	4.2402407140334e-08	0.78697800534169	0.254	0.073	0.00107714834858591	"Mic"	"Plekho1"
"2610203C22Rik"	4.2523069923703e-08	0.716263316081588	0.111	0.018	0.00108021354527183	"Mic"	"2610203C22Rik"
"Dock42"	7.74385994896235e-08	0.899901729112658	0.603	0.377	0.0019671727428349	"Mic"	"Dock4"
"Sox2ot5"	8.61695065857052e-08	0.750562090012091	0.286	0.093	0.00218896397579667	"Mic"	"Sox2ot"
"Vrk2"	9.68247932135238e-08	0.376682589576995	0.111	0.019	0.00245964022200315	"Mic"	"Vrk2"
"Lgmn"	9.7496572898251e-08	1.06947353110448	0.175	0.042	0.00247670544133427	"Mic"	"Lgmn"
"Cdk6"	1.02552105922173e-07	0.863891690959955	0.127	0.024	0.00260513114674097	"Mic"	"Cdk6"
"Ctsd"	1.05036785380387e-07	0.848190291376722	0.159	0.035	0.00266824945901796	"Mic"	"Ctsd"
"Osbpl11"	1.26116440862659e-07	0.802635871750367	0.159	0.036	0.00320373594723413	"Mic"	"Osbpl11"
"Zbtb204"	1.94537691058306e-07	0.920457658770415	0.413	0.183	0.00494184096595414	"Mic"	"Zbtb20"
"Arhgap25"	2.63780595747777e-07	0.536779972662854	0.111	0.02	0.00670081847378077	"Mic"	"Arhgap25"
"Wipf1"	2.67639722646424e-07	0.548583555587941	0.111	0.02	0.0067988518743871	"Mic"	"Wipf1"
"Arhgap31"	4.67975075562689e-07	0.454171979893737	0.127	0.025	0.011887970844519	"Mic"	"Arhgap31"
"Wdfy2"	4.76184626243853e-07	0.494189395482626	0.143	0.031	0.0120965180604726	"Mic"	"Wdfy2"
"Ptcd1"	4.91067890897469e-07	0.509733464082645	0.111	0.02	0.0124745976324684	"Mic"	"Ptcd1"
"Grin2c1"	9.34602084714163e-07	0.273965094652895	0.127	0.026	0.0237416967579939	"Mic"	"Grin2c"
"Eci21"	1.03389002849353e-06	0.515176110377273	0.111	0.021	0.0262639083938213	"Mic"	"Eci2"
"Snx29"	1.46596818298517e-06	0.943732032871458	0.302	0.115	0.0372399897523723	"Mic"	"Snx29"
"Lama22"	2.08241530195894e-06	0.695070143096896	0.19	0.055	0.052899595915663	"Mic"	"Lama2"
"Ophn1"	2.21752755838002e-06	0.995467757775586	0.397	0.187	0.0563318525655276	"Mic"	"Ophn1"
"F31"	2.25953903059214e-06	0.472234526615453	0.127	0.027	0.057399069994132	"Mic"	"F3"
"Ubash3b4"	2.83748356552903e-06	0.570988479250382	0.175	0.048	0.0720805950151338	"Mic"	"Ubash3b"
"Prkab1"	3.55458791268669e-06	0.701151956022313	0.111	0.023	0.0902971967459801	"Mic"	"Prkab1"
"Wasf2"	4.21757511166754e-06	0.725040717885794	0.111	0.023	0.10713906056169	"Mic"	"Wasf2"
"Glul2"	4.93060040875072e-06	0.457577597483025	0.159	0.041	0.125252042183495	"Mic"	"Glul"
"Cttnbp2nl"	6.39051432755665e-06	0.535590049320567	0.111	0.024	0.162338235462922	"Mic"	"Cttnbp2nl"
"Macf11"	6.4542039719268e-06	0.60837905846034	0.698	0.553	0.163956143498856	"Mic"	"Macf1"
"Inpp4b2"	8.37772664942652e-06	0.681582811961277	0.238	0.083	0.212819390075382	"Mic"	"Inpp4b"
"Erbb45"	9.32903332714573e-06	0.517473495142718	0.381	0.171	0.236985433609483	"Mic"	"Erbb4"
"Supt6"	9.46787942717956e-06	0.603086807296142	0.254	0.092	0.240512541088642	"Mic"	"Supt6"
"Bcan2"	1.0224074827368e-05	0.536633649022357	0.222	0.075	0.259722172839629	"Mic"	"Bcan"
"Map4k41"	1.15790353383504e-05	0.608531160336062	0.254	0.094	0.294142234700116	"Mic"	"Map4k4"
"Glis31"	1.30190398211007e-05	0.61745701250777	0.143	0.038	0.33072266857542	"Mic"	"Glis3"
"Asrgl11"	1.58011131109132e-05	0.45914310519189	0.159	0.044	0.401395676356528	"Mic"	"Asrgl1"
"Fuz"	1.64595908323165e-05	0.439235215898724	0.111	0.025	0.418122985913335	"Mic"	"Fuz"
"Plekhg12"	1.75722869860126e-05	0.38522642786092	0.111	0.025	0.446388806305679	"Mic"	"Plekhg1"
"Arrdc1"	1.78431786127092e-05	0.660560464332377	0.111	0.026	0.453270266298653	"Mic"	"Arrdc1"
"Dock13"	2.03323321452524e-05	0.758988166556296	0.175	0.054	0.516502233485846	"Mic"	"Dock1"
"Nrip11"	2.27862151037873e-05	1.0240668269746	0.206	0.071	0.578838222281508	"Mic"	"Nrip1"
"Phkg11"	2.44360779613932e-05	0.558293430390271	0.111	0.026	0.620749688453272	"Mic"	"Phkg1"
"Npas35"	2.64699332772781e-05	0.985817764064358	0.349	0.173	0.672415715042696	"Mic"	"Npas3"
"Blnk"	2.65940574249634e-05	0.571798352332643	0.111	0.026	0.675568840766346	"Mic"	"Blnk"
"Prr5l1"	3.62147110271584e-05	0.585799767906497	0.111	0.027	0.919962304222905	"Mic"	"Prr5l"
"Appl22"	3.65187790087916e-05	0.585320615599557	0.222	0.08	0.927686543160332	"Mic"	"Appl2"
"Son2"	3.75444576456009e-05	0.468065117930463	0.81	0.692	0.953741857571199	"Mic"	"Son"
"4933406I18Rik"	3.77169198831274e-05	0.963377167135461	0.397	0.209	0.958122915791085	"Mic"	"4933406I18Rik"
"Rbm22"	4.47866118035006e-05	0.465345120065286	0.175	0.056	1	"Mic"	"Rbm22"
"Gtf2h2"	4.60479381844923e-05	0.81511084492427	0.206	0.075	1	"Mic"	"Gtf2h2"
"Ptpro2"	4.62361869844647e-05	0.675264188892581	0.111	0.027	1	"Mic"	"Ptpro"
"Slc8a14"	4.82291676013858e-05	0.602927695259809	0.73	0.585	1	"Mic"	"Slc8a1"
"Phldb11"	5.98568416468533e-05	0.7308188370185	0.175	0.058	1	"Mic"	"Phldb1"
"Pid12"	6.63807009785572e-05	0.822587883064552	0.317	0.158	1	"Mic"	"Pid1"
"Atp1a21"	7.36191075122521e-05	0.615497360552177	0.206	0.074	1	"Mic"	"Atp1a2"
"Tab2"	7.50189199553093e-05	0.642173293303082	0.254	0.104	1	"Mic"	"Tab2"
"Cables1"	8.02451366009609e-05	0.501665952156878	0.159	0.05	1	"Mic"	"Cables1"
"Chn22"	8.91266935944995e-05	0.697623202717249	0.19	0.068	1	"Mic"	"Chn2"
"Sft2d1"	9.02492843275457e-05	0.683401982378521	0.175	0.059	1	"Mic"	"Sft2d1"
"Kif21b"	9.53707127119923e-05	0.914865948628996	0.27	0.122	1	"Mic"	"Kif21b"
"Atat1"	9.67572816055312e-05	0.48199464085076	0.143	0.043	1	"Mic"	"Atat1"
"Pnma3"	0.000105309634148006	0.400159510297368	0.111	0.029	1	"Mic"	"Pnma3"
"Phactr21"	0.000107578972145537	0.479738752935961	0.143	0.043	1	"Mic"	"Phactr2"
"Il181"	0.000107790684604779	0.524977432371732	0.127	0.035	1	"Mic"	"Il18"
"Ctsa"	0.000111570655346186	0.934910526071873	0.206	0.08	1	"Mic"	"Ctsa"
"Luzp24"	0.000116682236815593	0.936647076424932	0.365	0.193	1	"Mic"	"Luzp2"
"Gatm1"	0.000117564475720626	0.286134984383114	0.111	0.028	1	"Mic"	"Gatm"
"Tkt1"	0.000147072154445617	0.392925219819132	0.143	0.044	1	"Mic"	"Tkt"
"Ykt6"	0.000147937818041472	0.445596759852686	0.127	0.037	1	"Mic"	"Ykt6"
"Krcc1"	0.000150576341446846	0.757786976693946	0.111	0.03	1	"Mic"	"Krcc1"
"P3h2"	0.000175764621416664	0.505620678420556	0.127	0.037	1	"Mic"	"P3h2"
"Gpc51"	0.000186266831724883	1.08174002435339	0.397	0.245	1	"Mic"	"Gpc5"
"Utrn4"	0.000244835195172224	0.580018228999826	0.254	0.112	1	"Mic"	"Utrn"
"Bcas11"	0.000247136564201344	0.668027919654227	0.111	0.031	1	"Mic"	"Bcas1"
"Pip4k2a2"	0.000264946808809356	1.08917627668125	0.238	0.107	1	"Mic"	"Pip4k2a"
"Hmg20b1"	0.000274570113413534	0.708654573901076	0.143	0.047	1	"Mic"	"Hmg20b"
"Specc11"	0.000282214391821944	0.633519461323412	0.349	0.189	1	"Mic"	"Specc1"
"Zswim6"	0.000299992198970462	0.580631157872583	0.365	0.196	1	"Mic"	"Zswim6"
"Rttn"	0.000332792074069291	0.363381298090822	0.111	0.031	1	"Mic"	"Rttn"
"Daam22"	0.000355468280547446	0.787712049177174	0.111	0.032	1	"Mic"	"Daam2"
"Rreb11"	0.000411218430560924	0.537437644103436	0.175	0.065	1	"Mic"	"Rreb1"
"Phlpp12"	0.000412715665693673	0.707930644021137	0.365	0.207	1	"Mic"	"Phlpp1"
"Stx4a2"	0.000437783339850824	0.710771094202235	0.206	0.086	1	"Mic"	"Stx4a"
"Lrch12"	0.000444958188552741	0.81603177190817	0.254	0.121	1	"Mic"	"Lrch1"
"Mbnl1"	0.000445328370499892	0.620646808757864	0.254	0.118	1	"Mic"	"Mbnl1"
"Nfia4"	0.00044633309452265	0.772692615832055	0.302	0.153	1	"Mic"	"Nfia"
"Abl1"	0.000475911370947275	0.884227395465367	0.159	0.059	1	"Mic"	"Abl1"
"Sept43"	0.000490844483468785	0.621324756542676	0.365	0.195	1	"Mic"	"Sept4"
"Ptgds1"	0.000508662813347677	0.319227108718095	0.127	0.04	1	"Mic"	"Ptgds"
"Rab311"	0.000518064864503779	0.689830269760151	0.143	0.049	1	"Mic"	"Rab31"
"Stard3"	0.000537852234458992	0.612902494478757	0.143	0.049	1	"Mic"	"Stard3"
"Pard3b2"	0.000545509069375883	0.843439087425764	0.127	0.042	1	"Mic"	"Pard3b"
"Rnf2201"	0.000626960118102724	0.993044873353762	0.19	0.079	1	"Mic"	"Rnf220"
"Pitpnc13"	0.000675676758476739	0.702230481350883	0.238	0.108	1	"Mic"	"Pitpnc1"
"Erbb2ip4"	0.000840346373882397	0.577778616684418	0.127	0.042	1	"Mic"	"Erbb2ip"
"Cep192"	0.000870377288051842	0.3544659207364	0.111	0.034	1	"Mic"	"Cep192"
"Cyfip11"	0.0008907044064086	0.638409607225881	0.286	0.145	1	"Mic"	"Cyfip1"
"Gm23935"	0.000975387324563212	0.427145900194662	0.111	0.035	1	"Mic"	"Gm23935"
"Ccdc93"	0.000985127394732101	0.663782421596776	0.159	0.06	1	"Mic"	"Ccdc93"
"Whrn2"	0.00104676953001237	0.642080343931895	0.159	0.062	1	"Mic"	"Whrn"
"Myo1e1"	0.00109121619295981	0.544206204814021	0.111	0.035	1	"Mic"	"Myo1e"
"Zfp6085"	0.00124824004939924	0.503182734174211	0.175	0.072	1	"Mic"	"Zfp608"
"Phka12"	0.0012791332633232	0.377382387664539	0.127	0.043	1	"Mic"	"Phka1"
"Ypel21"	0.00129667334069665	0.72845963925616	0.222	0.104	1	"Mic"	"Ypel2"
"Etv61"	0.00134227069836553	0.850796383502005	0.238	0.114	1	"Mic"	"Etv6"
"Rgs201"	0.00135098048963006	0.552442044489842	0.27	0.139	1	"Mic"	"Rgs20"
"Zeb24"	0.001373872418867	0.670278663314728	0.524	0.414	1	"Mic"	"Zeb2"
"Fam134b2"	0.00138327074620017	0.612645609091269	0.143	0.053	1	"Mic"	"Fam134b"
"Scd22"	0.00142280876584654	0.477374688089366	0.159	0.062	1	"Mic"	"Scd2"
"Idh2"	0.00165595279078105	0.602006498678351	0.111	0.037	1	"Mic"	"Idh2"
"Tubgcp5"	0.00166097173425147	0.631077504873149	0.175	0.074	1	"Mic"	"Tubgcp5"
"Hmgcl"	0.00166185022559728	0.421382808584194	0.111	0.037	1	"Mic"	"Hmgcl"
"Ppfia46"	0.00166706969612729	0.512815566887625	0.159	0.063	1	"Mic"	"Ppfia4"
"Stambpl11"	0.00171890252860563	0.847638922356448	0.111	0.038	1	"Mic"	"Stambpl1"
"Slc12a21"	0.00171991388768502	0.564918843709331	0.175	0.074	1	"Mic"	"Slc12a2"
"Tmem1641"	0.00191557480103634	0.444894573839205	0.143	0.054	1	"Mic"	"Tmem164"
"Arhgef11"	0.00192368629889208	0.465924778877381	0.222	0.104	1	"Mic"	"Arhgef1"
"Ddx51"	0.00201577920608545	0.631671625654298	0.492	0.346	1	"Mic"	"Ddx5"
"Tmem258"	0.00202797193325259	0.328853729108354	0.111	0.037	1	"Mic"	"Tmem258"
"Ppp1r21"	0.00211758500788382	0.34930216609133	0.175	0.072	1	"Mic"	"Ppp1r21"
"Nupl2"	0.00215360739934636	0.494633593491115	0.111	0.038	1	"Mic"	"Nupl2"
"Sash11"	0.0022587616632816	0.275545750535928	0.127	0.045	1	"Mic"	"Sash1"
"Sike1"	0.0023412148967503	0.449770528946132	0.143	0.055	1	"Mic"	"Sike1"
"Fnbp12"	0.00241286142370713	0.683795354196673	0.317	0.18	1	"Mic"	"Fnbp1"
"Elavl1"	0.00244593653320865	0.668055933711407	0.159	0.067	1	"Mic"	"Elavl1"
"Gpatch21"	0.00277403240255698	0.367239410313745	0.238	0.114	1	"Mic"	"Gpatch2"
"Ttc282"	0.00306662801845753	0.342858467732468	0.127	0.048	1	"Mic"	"Ttc28"
"Cdh206"	0.00311822307643352	0.55216310495085	0.254	0.134	1	"Mic"	"Cdh20"
"Senp2"	0.00312787482338	0.608037521280002	0.286	0.161	1	"Mic"	"Senp2"
"Letm1"	0.00318006889639431	0.488601252573567	0.143	0.057	1	"Mic"	"Letm1"
"Ube2h"	0.00320893871554445	0.310330410001706	0.159	0.066	1	"Mic"	"Ube2h"
"Paqr81"	0.00329012637330762	0.253137702876468	0.111	0.039	1	"Mic"	"Paqr8"
"Frmd4a5"	0.00332226468450673	0.497560730348984	0.635	0.559	1	"Mic"	"Frmd4a"
"Snx2"	0.00333496815898213	0.415522279783351	0.127	0.047	1	"Mic"	"Snx2"
"Arid1a"	0.00335260275675704	0.718195286166491	0.175	0.08	1	"Mic"	"Arid1a"
"Ndufaf41"	0.00358329704587247	0.380901474370897	0.206	0.096	1	"Mic"	"Ndufaf4"
"Ppp4r1l-ps"	0.00367323951911375	0.418644216561868	0.127	0.048	1	"Mic"	"Ppp4r1l-ps"
"Slc6a16"	0.00367654072011401	0.275785018638299	0.111	0.039	1	"Mic"	"Slc6a1"
"Ythdc1"	0.00373372363793524	0.445675781614211	0.19	0.089	1	"Mic"	"Ythdc1"
"Rgs2"	0.00380235176113597	0.575707405331931	0.111	0.041	1	"Mic"	"Rgs2"
"Slc7a8"	0.00405633755540978	0.529630795586758	0.19	0.089	1	"Mic"	"Slc7a8"
"Rgl22"	0.00415568969763479	0.819456372426424	0.27	0.151	1	"Mic"	"Rgl2"
"Psap1"	0.00416260736361475	0.494184087525194	0.286	0.163	1	"Mic"	"Psap"
"Kif13a1"	0.00427177138660861	0.339480394354997	0.159	0.067	1	"Mic"	"Kif13a"
"Arid3b"	0.00444451883155754	0.727440705824371	0.111	0.041	1	"Mic"	"Arid3b"
"Mitf1"	0.00445051170624216	0.439250375290638	0.127	0.05	1	"Mic"	"Mitf"
"1700112E06Rik"	0.00448981113427382	0.503497459467618	0.111	0.041	1	"Mic"	"1700112E06Rik"
"Nr2c2"	0.00459980278919903	0.497407377759595	0.222	0.114	1	"Mic"	"Nr2c2"
"Slc4a72"	0.00465837293650126	0.376241271259049	0.175	0.079	1	"Mic"	"Slc4a7"
"Naa35"	0.00473820307796149	0.551668682473664	0.19	0.09	1	"Mic"	"Naa35"
"Cirbp"	0.00476701040274407	0.77501165387453	0.111	0.042	1	"Mic"	"Cirbp"
"Neo1"	0.00477026830950537	0.632466800169356	0.254	0.141	1	"Mic"	"Neo1"
"Dner5"	0.00492216784564132	0.355543576740404	0.159	0.069	1	"Mic"	"Dner"
"Ankrd441"	0.00510683686539391	0.95433355910324	0.111	0.042	1	"Mic"	"Ankrd44"
"Ubxn6"	0.00518872981183053	0.390060987134413	0.19	0.09	1	"Mic"	"Ubxn6"
"Rc3h1"	0.00535253906863968	0.717849613311859	0.159	0.07	1	"Mic"	"Rc3h1"
"Chd9"	0.00541333416700857	0.641926376877652	0.46	0.336	1	"Mic"	"Chd9"
"Usp542"	0.00553811385786473	0.3455679552509	0.127	0.05	1	"Mic"	"Usp54"
"Tnip2"	0.00581135795093125	0.400632476614695	0.111	0.042	1	"Mic"	"Tnip2"
"Kdm2a"	0.00584391525434147	0.52200305962316	0.19	0.094	1	"Mic"	"Kdm2a"
"Smarcb1"	0.00587728619178374	0.445680882230818	0.127	0.052	1	"Mic"	"Smarcb1"
"Bri3"	0.00589999834837618	0.640873323817647	0.111	0.042	1	"Mic"	"Bri3"
"Poteg"	0.00655119546561099	0.274322293467045	0.111	0.041	1	"Mic"	"Poteg"
"1200014J11Rik"	0.00669237872252937	0.392085096251133	0.111	0.043	1	"Mic"	"1200014J11Rik"
"Ptprz12"	0.00678208515455254	0.30597031752793	0.175	0.081	1	"Mic"	"Ptprz1"
"Ccp1101"	0.00704358159598117	0.398679743555677	0.127	0.052	1	"Mic"	"Ccp110"
"Tmem30a"	0.00726097152947852	0.460834667636039	0.143	0.061	1	"Mic"	"Tmem30a"
"Ccni"	0.00728422486715176	0.694288996280542	0.111	0.044	1	"Mic"	"Ccni"
"Rptor"	0.00750051120136671	0.426585409741867	0.27	0.154	1	"Mic"	"Rptor"
"Csmd33"	0.00753805675894376	0.428463656786807	0.619	0.557	1	"Mic"	"Csmd3"
"Prdm2"	0.00759609789627923	0.528338390080512	0.143	0.064	1	"Mic"	"Prdm2"
"BC003965"	0.00765804885831011	0.48657636450602	0.111	0.043	1	"Mic"	"BC003965"
"Metap1d4"	0.00771349225271629	0.677167726428868	0.254	0.145	1	"Mic"	"Metap1d"
"Bin11"	0.00779237981472594	0.547754284873581	0.587	0.497	1	"Mic"	"Bin1"
"Plcl12"	0.00802757195693196	0.431754368132462	0.302	0.183	1	"Mic"	"Plcl1"
"Jmjd1c"	0.00830064645392694	0.626351908260533	0.429	0.321	1	"Mic"	"Jmjd1c"
"Klf123"	0.00835157121074454	0.312874679438731	0.302	0.176	1	"Mic"	"Klf12"
"Srrm11"	0.0084372432936606	0.380090643435926	0.556	0.427	1	"Mic"	"Srrm1"
"Mapkap1"	0.00855442936307873	0.629053145933238	0.238	0.137	1	"Mic"	"Mapkap1"
"Elp4"	0.00941990634022877	0.570201491300396	0.286	0.172	1	"Mic"	"Elp4"
"Usf2"	0.00942361226430049	0.649094909695743	0.127	0.055	1	"Mic"	"Usf2"
"Unc13c2"	0.00947122538702166	0.470893548037168	0.127	0.054	1	"Mic"	"Unc13c"
"Wls2"	0.0097591098034668	0.616235691600074	0.175	0.086	1	"Mic"	"Wls"
"Cbl"	0.00978131029573222	0.467754572641234	0.19	0.096	1	"Mic"	"Cbl"
"Prex21"	0.00997263569280283	0.532050879927822	0.159	0.076	1	"Mic"	"Prex2"
"Tshz21"	8.23369033986191e-269	2.86025295609184	0.906	0.05	2.09160435703512e-264	"E5Tshz2"	"Tshz2"
"Slc17a8"	1.03309624148707e-208	1.09449540604855	0.188	0.002	2.6243743822496e-204	"E5Tshz2"	"Slc17a8"
"Lcp11"	4.50085654164183e-126	1.10160894944513	0.247	0.007	1.14335258727328e-121	"E5Tshz2"	"Lcp1"
"Vwc2l2"	5.23633776301413e-117	2.03373643765295	0.588	0.048	1.33018688193848e-112	"E5Tshz2"	"Vwc2l"
"Nxph13"	5.6124434475138e-106	2.02606900943097	0.765	0.089	1.42572900897193e-101	"E5Tshz2"	"Nxph1"
"Mirt1"	1.19797648212235e-90	1.00367554586173	0.188	0.005	3.0432196575354e-86	"E5Tshz2"	"Mirt1"
"Olfm34"	3.6580486068484e-57	1.84829594125169	0.694	0.138	9.29254087597699e-53	"E5Tshz2"	"Olfm3"
"Gm26883"	1.14986004971474e-49	0.762098497904159	0.176	0.009	2.92098948429036e-45	"E5Tshz2"	"Gm26883"
"Dkk2"	1.52507986687234e-47	0.91599539531545	0.153	0.007	3.87416038581582e-43	"E5Tshz2"	"Dkk2"
"Mgat4c5"	2.07519571058225e-42	1.70183095321376	0.871	0.337	5.2716196635921e-38	"E5Tshz2"	"Mgat4c"
"Stard5"	4.00273810871237e-41	1.10953130870467	0.188	0.013	1.0168155617562e-36	"E5Tshz2"	"Stard5"
"Grik15"	7.82466927056534e-41	1.34338784406589	0.494	0.087	1.98770073480171e-36	"E5Tshz2"	"Grik1"
"Cdh183"	1.02800086729955e-39	1.49678513111316	0.894	0.367	2.61143060320106e-35	"E5Tshz2"	"Cdh18"
